CHAMPION_NAME,ITEM_NAME,ITEM_CATEGORY,PLAYER_PURCHASE_RATE,WIN_RATE,AVG_KDA,MOST_COMMON_FIRST_PURCHASE_MINUTE,TOP_ITEM_1,TOP_ITEM_2,TOP_ITEM_3
YASUO,Giant's Belt,Epic,0.0156,1,3.58,30,Blade Of The Ruined King,Death's Dance,Immortal Shieldbow
JAX,Cloth Armor,Basic,0.0417,0.3333,0.75,5,Trinity Force,Amplifying Tome,Blade Of The Ruined King
SENNA,Doran's Blade,Starter,0.0714,0.3333,2.75,5,Boots Of Swiftness,Infinity Edge,Statikk Shiv
MONKEYKING,Pickaxe,Basic,0.1154,0.3333,3.27,10,Trinity Force,Black Cleaver,Plated Steelcaps
TWISTEDFATE,Elixir Of Sorcery,Consumable,0.0833,0.6667,3.00,35,Lich Bane,Zhonya's Hourglass,Rod Of Ages
HEIMERDINGER,Control Ward,Consumable,0.2857,0,1.03,15,Amplifying Tome,Boots,Doran's Ring
SMOLDER,Stormrazor,Legendary,0.0185,1,2.33,20,Essence Reaver,,
POPPY,Umbral Glaive,Legendary,0.0526,0,1.40,15,Dead Man's Plate,,
DARIUS,Boots Of Swiftness,Boots,0.1463,0.3333,3.66,15,Stridebreaker,Dead Man's Plate,Negatron Cloak
NAUTILUS,Oracle Lens,Trinket,1,0.5521,2.97,10,Control Ward,Locket Of The Iron Solari,Bandlepipes
SWAIN,Kindlegem,Epic,0.0227,0,2.00,15,Frozen Heart,Oblivion Orb,Rylai's Crystal Scepter
LULU,Boots Of Swiftness,Boots,0.0988,0.5,3.90,10,Mikael's Blessing,Redemption,Ardent Censer
AMBESSA,Refillable Potion,Consumable,0.0319,0.6667,0.84,5,Doran's Shield,Eclipse,Pickaxe
BRAND,Bloodletter's Curse,Legendary,0.0714,0.5,1.67,30,Blackfire Torch,Liandry's Torment,Rylai's Crystal Scepter
SETT,Blade Of The Ruined King,Legendary,0.2222,0.25,1.51,15,Stridebreaker,Overlord's Bloodmail,Black Cleaver
BRAUM,Boots,Boots,0.0857,0,0.36,5,Kindlegem,Locket Of The Iron Solari,Bandlepipes
URGOT,Tunneler,Epic,0.1765,0.6667,1.97,20,Black Cleaver,Sterak's Gage,Youmuu's Ghostblade
QIYANA,Maw Of Malmortius,Legendary,0.0351,0.5,1.94,35,Edge Of Night,Profane Hydra,Axiom Arc
VIEGO,The Collector,Legendary,0.0885,0.4,1.54,20,Immortal Shieldbow,Lord Dominik's Regards,
LUCIAN,Serrated Dirk,Epic,0.0172,0,0.33,15,Essence Reaver,Infinity Edge,
GAREN,Mortal Reminder,Legendary,0.2973,0.4545,1.51,25,Stridebreaker,Phantom Dancer,Dead Man's Plate
SHACO,Voltaic Cyclosword,Legendary,0.04,1,2.86,20,Profane Hydra,Umbral Glaive,
GALIO,Frozen Heart,Legendary,0.08,1,3.49,25,Hollow Radiance,Abyssal Mask,Celestial Opposition
BARD,Shurelya's Battlesong,Legendary,0.0256,0.5,2.32,25,Redemption,Bandlepipes,Dead Man's Plate
VIEGO,Null-Magic Mantle,Basic,0.0088,0,1.29,15,Death's Dance,,
MALZAHAR,Stealth Ward,Trinket,0.2857,0.75,1.28,5,Blackfire Torch,Liandry's Torment,Doran's Ring
FIORA,Sterak's Gage,Legendary,0.0256,1,2.17,20,Ravenous Hydra,Trinity Force,
DARIUS,Executioner's Calling,Epic,0.0244,0,0.63,15,Chain Vest,Sterak's Gage,Stridebreaker
BLITZCRANK,Faerie Charm,Basic,0.0333,0,2.60,30,Boots Of Swiftness,Glowing Mote,Locket Of The Iron Solari
GALIO,Cosmic Drive,Legendary,0.02,1,2.57,20,Liandry's Torment,Zhonya's Hourglass,
RIVEN,Last Whisper,Epic,0.027,0,2.20,20,Axiom Arc,Death's Dance,Sundered Sky
KAYN,Boots,Boots,0.069,0.5,1.50,10,Black Cleaver,Opportunity,The Brutalizer
SORAKA,Dream Maker,Legendary,0.0333,1,2.86,15,Moonstone Renewer,Redemption,Warmog's Armor
LISSANDRA,Dark Seal,Starter,0.3529,0.5,1.62,5,Doran's Ring,Amplifying Tome,Needlessly Large Rod
GWEN,Kindlegem,Epic,0.0128,0,0.00,10,Sheen,,
ELISE,Sorcerer's Shoes,Boots,0.9231,0.3056,2.42,15,Stormsurge,Shadowflame,Zhonya's Hourglass
BARD,Trailblazer,Legendary,0.0128,1,4.10,30,Bandlepipes,Locket Of The Iron Solari,Morellonomicon
TWISTEDFATE,Refillable Potion,Consumable,0.0278,1,2.00,5,Boots Of Swiftness,Cull,Dagger
NASUS,Stealth Ward,Trinket,0.375,0.5556,2.01,5,Trinity Force,Ionian Boots Of Lucidity,Doran's Shield
ZED,Oracle Lens,Trinket,0.5914,0.5273,2.70,10,Voltaic Cyclosword,Ionian Boots Of Lucidity,Axiom Arc
AATROX,Scorchclaw Pup,Starter,0.0217,0,0.38,5,Sundered Sky,Tunneler,
SORAKA,Boots Of Swiftness,Boots,0.1333,0.75,3.01,15,Redemption,Forbidden Idol,Moonstone Renewer
TARIC,Whispering Circlet,Legendary,0.0714,1,3.50,15,,,
OLAF,Stealth Ward,Trinket,0.4783,0.2727,1.87,5,Stridebreaker,Doran's Blade,Plated Steelcaps
BELVETH,Kraken Slayer,Legendary,0.6667,0.5,2.22,10,Stridebreaker,Death's Dance,Black Cleaver
KALISTA,Opportunity,Legendary,0.0769,0,1.00,15,Guinsoo's Rageblade,,
TALIYAH,Liandry's Torment,Legendary,0.3051,0.5556,2.33,20,Blackfire Torch,Rylai's Crystal Scepter,Cosmic Drive
JANNA,Rabadon's Deathcap,Legendary,0.0156,1,6.75,30,Imperial Mandate,Mejai's Soulstealer,Shurelya's Battlesong
RIVEN,Null-Magic Mantle,Basic,0.0541,0.5,1.45,5,Sundered Sky,Axiom Arc,Black Cleaver
AURELIONSOL,Seeker's Armguard,Epic,0.129,0.5,6.74,20,Rylai's Crystal Scepter,Liandry's Torment,Shadowflame
RENEKTON,Plated Steelcaps,Boots,0.5231,0.4706,2.97,15,Black Cleaver,Eclipse,Sterak's Gage
KATARINA,Steel Sigil,Epic,0.0179,1,2.00,25,Guinsoo's Rageblade,Kraken Slayer,Terminus
MORDEKAISER,Hextech Rocketbelt,Legendary,0.3636,0.375,1.82,10,Dusk And Dawn,Experimental Hexplate,Riftmaker
CAITLYN,The Collector,Legendary,0.54,0.463,2.76,15,Infinity Edge,Lord Dominik's Regards,Hexoptics C44
VI,The Brutalizer,Epic,0.1,1,0.67,20,Serrated Dirk,Youmuu's Ghostblade,
CAMILLE,Spear Of Shojin,Legendary,0.1429,0.5,3.25,20,Ravenous Hydra,Trinity Force,
EKKO,Aether Wisp,Epic,0.01,0,0.27,10,Hextech Rocketbelt,,
YUNARA,Elixir Of Iron,Consumable,0.0122,0,2.55,45,Fiendhunter Bolts,Infinity Edge,Kraken Slayer
LEBLANC,Oblivion Orb,Epic,0.0556,0.5,2.44,20,Luden's Companion,Rabadon's Deathcap,Stormsurge
CHOGATH,"Jak'sho, The Protean",Legendary,0.1,1,2.90,20,Dead Man's Plate,Force Of Nature,Heartsteel
SENNA,Bandleglass Mirror,Epic,0.0714,0.6667,8.56,10,Echoes Of Helia,Kindlegem,
EZREAL,Hexdrinker,Epic,0.0308,0,3.17,25,Endless Hunger,Essence Reaver,Bloodthirster
NOCTURNE,Executioner's Calling,Epic,0.0667,0,0.50,20,Stridebreaker,,
MEL,Fiendish Codex,Epic,0.0882,1,4.12,15,Zhonya's Hourglass,Blackfire Torch,Liandry's Torment
SION,Control Ward,Consumable,0.0513,0,0.79,10,Hollow Radiance,Ruby Crystal,Unending Despair
VLADIMIR,Farsight Alteration,Trinket,0.4211,0.5833,3.38,15,Hextech Rocketbelt,Dark Seal,Rabadon's Deathcap
AURELIONSOL,Needlessly Large Rod,Basic,0.2903,0.4444,4.92,25,Rylai's Crystal Scepter,Liandry's Torment,Sorcerer's Shoes
SION,Farsight Alteration,Trinket,0.1282,0.6,2.46,20,Hollow Radiance,"Jak'sho, The Protean",Unending Despair
NAAFIRI,Profane Hydra,Legendary,0.3968,0.72,2.73,10,Axiom Arc,Serylda's Grudge,Death's Dance
AMBESSA,Edge Of Night,Legendary,0.0319,0.6667,3.68,15,Axiom Arc,Profane Hydra,Death's Dance
TALIYAH,Bloodletter's Curse,Legendary,0.0169,1,2.44,20,Blackfire Torch,Liandry's Torment,Rabadon's Deathcap
DARIUS,Tunneler,Epic,0.1463,0.5,1.25,20,Stridebreaker,Force Of Nature,Bramble Vest
DRAVEN,Ruby Crystal,Basic,0.0227,0,1.63,25,Infinity Edge,Mortal Reminder,The Collector
IRELIA,Bramble Vest,Epic,0.0167,0,1.17,5,Blade Of The Ruined King,Endless Hunger,Kraken Slayer
EZREAL,Cryptbloom,Legendary,0.0154,0,3.38,35,Hextech Gunblade,Lich Bane,Rabadon's Deathcap
SERAPHINE,Fated Ashes,Epic,0.0313,0,0.00,10,Lost Chapter,,
DRMUNDO,Executioner's Calling,Epic,0.0137,0,1.00,30,Heartsteel,Kindlegem,Warmog's Armor
TALIYAH,Sorcerer's Shoes,Boots,0.3729,0.5455,3.39,15,Blackfire Torch,Shadowflame,Zhonya's Hourglass
NEEKO,Hextech Alternator,Epic,0.1026,0,1.10,10,Hextech Rocketbelt,Zhonya's Hourglass,Aether Wisp
GNAR,Bramble Vest,Epic,0.04,1,1.50,15,Kindlegem,Phage,Trinity Force
FIDDLESTICKS,Void Staff,Legendary,0.1071,0.3333,2.78,25,Abyssal Mask,Banshee's Veil,Hextech Rocketbelt
RENGAR,Pickaxe,Basic,0.0526,1,4.83,15,Profane Hydra,Umbral Glaive,Boots
KALISTA,Dark Seal,Starter,0.0769,0,1.00,25,Berserker's Greaves,Doran's Blade,Fiendish Codex
TWISTEDFATE,Yun Tal Wildarrows,Legendary,0.0278,0,1.17,15,Rapid Firecannon,Stormrazor,
SEJUANI,Ionian Boots Of Lucidity,Boots,0.0714,1,1.00,15,Dusk And Dawn,Oblivion Orb,
RUMBLE,Randuin's Omen,Legendary,0.0333,1,4.60,30,Liandry's Torment,Shadowflame,Zhonya's Hourglass
TALON,Death's Dance,Legendary,0.0484,0.6667,4.38,45,Axiom Arc,Serylda's Grudge,Youmuu's Ghostblade
VARUS,Ionian Boots Of Lucidity,Boots,0.0574,0.4286,2.50,10,Youmuu's Ghostblade,Edge Of Night,Serylda's Grudge
VAYNE,Quicksilver Sash,Epic,0.0141,0,0.90,35,Essence Reaver,Mortal Reminder,Stormrazor
VAYNE,Dagger,Basic,0.1127,0.75,1.43,5,Berserker's Greaves,Blade Of The Ruined King,Essence Reaver
FIDDLESTICKS,Shurelya's Battlesong,Legendary,0.0357,1,3.00,15,Liandry's Torment,Randuin's Omen,
MALPHITE,Seeker's Armguard,Epic,0.0282,0.5,3.24,25,Malignance,"Jak'sho, The Protean",Stormsurge
BARD,Mikael's Blessing,Legendary,0.0385,1,2.34,25,Bandlepipes,Locket Of The Iron Solari,
YUUMI,Glowing Mote,Basic,0.1034,0.3333,5.53,15,Mikael's Blessing,Moonstone Renewer,Amplifying Tome
AHRI,Cosmic Drive,Legendary,0.3261,0.6,3.64,20,Blackfire Torch,Zhonya's Hourglass,Rabadon's Deathcap
OLAF,Steel Sigil,Epic,0.087,0,0.91,25,Stridebreaker,Immortal Shieldbow,Sundered Sky
DRAVEN,Pickaxe,Basic,0.0909,0.25,1.10,10,B. F. Sword,Bloodthirster,Cloak Of Agility
DRAVEN,Null-Magic Mantle,Basic,0.0227,0,1.25,20,Bloodthirster,Essence Reaver,Infinity Edge
SAMIRA,Control Ward,Consumable,0.04,0,0.78,5,Doran's Blade,Infinity Edge,Long Sword
JHIN,Boots,Boots,0.0278,0.5,0.70,5,Serrated Dirk,The Collector,
SMOLDER,Maw Of Malmortius,Legendary,0.0185,1,1.50,25,Essence Reaver,Rapid Firecannon,Spear Of Shojin
TALON,Oracle Lens,Trinket,0.629,0.5385,2.85,5,Youmuu's Ghostblade,Umbral Glaive,Axiom Arc
ZILEAN,Blackfire Torch,Legendary,0.0769,0.6667,3.00,15,Imperial Mandate,Echoes Of Helia,Liandry's Torment
BELVETH,Tiamat,Epic,0.1905,0.25,1.50,15,Kraken Slayer,Blade Of The Ruined King,Phage
TALON,Steel Sigil,Epic,0.0161,0,3.29,30,Black Cleaver,Edge Of Night,Spear Of Shojin
AURELIONSOL,Refillable Potion,Consumable,0.0323,0,0.90,5,Doran's Ring,Liandry's Torment,Rylai's Crystal Scepter
NASUS,Spirit Visage,Legendary,0.3333,0.75,2.29,25,Trinity Force,Frozen Heart,Force Of Nature
TRUNDLE,Plated Steelcaps,Boots,0.4545,0.4,1.96,15,Bandlepipes,Dead Man's Plate,Kindlegem
MORGANA,Imperial Mandate,Legendary,0.0769,0,1.00,15,,,
JAYCE,Maw Of Malmortius,Legendary,0.0123,0,1.43,20,Serpent's Fang,Serylda's Grudge,Youmuu's Ghostblade
SION,Oracle Lens,Trinket,0.2821,0.4545,2.50,20,Unending Despair,Hollow Radiance,"Jak'sho, The Protean"
YONE,Cloth Armor,Basic,0.0444,0.5,1.90,15,Berserker's Greaves,Blade Of The Ruined King,Immortal Shieldbow
GRAGAS,Blighting Jewel,Epic,0.0455,1,3.60,20,Hextech Rocketbelt,Rod Of Ages,Zhonya's Hourglass
UDYR,Stealth Ward,Trinket,0.2667,0.5,3.35,5,Mercury's Treads,Dark Seal,Doran's Ring
SYNDRA,Amplifying Tome,Basic,0.0984,1,3.51,5,Blackfire Torch,Luden's Companion,Rabadon's Deathcap
ZAC,Spirit Visage,Legendary,0.5926,0.6875,4.64,20,Sunfire Aegis,Hextech Rocketbelt,Thornmail
MISSFORTUNE,Mortal Reminder,Legendary,0.1379,0.75,3.18,25,Infinity Edge,The Collector,Bloodthirster
VAYNE,Randuin's Omen,Legendary,0.0423,0.3333,1.49,30,Guinsoo's Rageblade,Kraken Slayer,Mercurial Scimitar
PANTHEON,Glowing Mote,Basic,0.125,0.4,1.24,5,Eclipse,Black Cleaver,Long Sword
KENNEN,Rabadon's Deathcap,Legendary,0.2286,0.5,2.69,30,Shadowflame,Hextech Rocketbelt,Zhonya's Hourglass
IVERN,Stealth Ward,Trinket,0.1739,0.75,3.30,5,Ionian Boots Of Lucidity,Malignance,Dark Seal
JHIN,Last Whisper,Epic,0.0139,0,3.00,20,Infinity Edge,Rapid Firecannon,Stormrazor
MASTERYI,Berserker's Greaves,Boots,0.1333,1,3.36,15,Experimental Hexplate,Guinsoo's Rageblade,Kraken Slayer
MILIO,Ardent Censer,Legendary,0.2449,0.75,4.79,15,Echoes Of Helia,Moonstone Renewer,Dream Maker
YASUO,Fiendhunter Bolts,Legendary,0.0234,0.3333,1.50,25,Blade Of The Ruined King,Immortal Shieldbow,Kraken Slayer
ANNIE,Liandry's Torment,Legendary,0.25,1,3.50,25,Blackfire Torch,Bloodletter's Curse,
KAISA,Mercurial Scimitar,Legendary,0.0097,1,5.00,25,Fiendhunter Bolts,Guinsoo's Rageblade,Kraken Slayer
SORAKA,Knight's Vow,Legendary,0.0333,1,7.50,25,Moonstone Renewer,,
PANTHEON,Hubris,Legendary,0.025,0,1.13,15,Serpent's Fang,Youmuu's Ghostblade,
RAMMUS,Chain Vest,Epic,0.3,0.3333,3.83,10,Thornmail,Bami's Cinder,Giant's Belt
MORDEKAISER,Null-Magic Mantle,Basic,0.0455,0,1.00,5,Chain Vest,Liandry's Torment,Mercury's Treads
ZIGGS,Farsight Alteration,Trinket,0.8065,0.48,2.42,15,Luden's Companion,Shadowflame,Sorcerer's Shoes
VIKTOR,Zhonya's Hourglass,Legendary,0.3611,0.3846,3.66,30,Blackfire Torch,Liandry's Torment,Rabadon's Deathcap
LUX,Zhonya's Hourglass,Legendary,0.2821,0.1818,3.39,25,Stormsurge,Luden's Companion,Malignance
TRYNDAMERE,Noonquiver,Epic,0.0588,0,1.67,25,Navori Flickerblade,Profane Hydra,
JHIN,Plated Steelcaps,Boots,0.0694,0.2,1.72,10,Infinity Edge,Rapid Firecannon,Stormrazor
DRMUNDO,Oracle Lens,Trinket,0.3562,0.4615,2.50,5,Heartsteel,Dead Man's Plate,Boots Of Swiftness
SIVIR,Infinity Edge,Legendary,0.7111,0.4688,2.85,25,Essence Reaver,Navori Flickerblade,Lord Dominik's Regards
BARD,Locket Of The Iron Solari,Legendary,0.1282,0.5,3.04,25,Bandlepipes,Redemption,Dead Man's Plate
VIEGO,Kraken Slayer,Legendary,0.0354,0,2.48,10,,,
HECARIM,Elixir Of Wrath,Consumable,0.0526,1,5.25,30,Axiom Arc,Death's Dance,Ionian Boots Of Lucidity
ALISTAR,Redemption,Legendary,0.0172,1,2.14,25,Shurelya's Battlesong,,
POPPY,Ionian Boots Of Lucidity,Boots,0.0526,1,1.50,10,Hollow Radiance,,
FIORA,Hullbreaker,Legendary,0.0513,1,1.74,30,Ravenous Hydra,Trinity Force,Death's Dance
YASUO,Stridebreaker,Legendary,0.0547,0.5714,2.66,20,Phantom Dancer,Infinity Edge,Death's Dance
VELKOZ,Doran's Ring,Starter,0.2941,0.3,1.80,5,Luden's Companion,Dark Seal,Blackfire Torch
KATARINA,Stormsurge,Legendary,0.0179,0,1.71,20,Hextech Gunblade,Shadowflame,
KALISTA,Giant's Belt,Epic,0.1538,0.5,2.88,30,Blade Of The Ruined King,Terminus,Guinsoo's Rageblade
TWISTEDFATE,Cloak Of Agility,Basic,0.0278,0,1.25,20,Lich Bane,Rod Of Ages,Scout's Slingshot
SERAPHINE,Lich Bane,Legendary,0.0313,0,3.40,15,Blackfire Torch,Horizon Focus,
RAMMUS,Negatron Cloak,Epic,0.2,0.5,5.08,25,Hollow Radiance,Thornmail,Chain Vest
NOCTURNE,Serrated Dirk,Epic,0.1333,0.5,2.36,20,Axiom Arc,Black Cleaver,Death's Dance
VARUS,Null-Magic Mantle,Basic,0.0164,0.5,1.37,30,Dusk And Dawn,Giant's Belt,Ionian Boots Of Lucidity
TALIYAH,Ruby Crystal,Basic,0.0169,0,0.50,15,Archangel's Staff,Ionian Boots Of Lucidity,
MAOKAI,Kindlegem,Epic,0.4,0.5,1.92,10,Bandlepipes,Bloodletter's Curse,Chain Vest
THRESH,Ionian Boots Of Lucidity,Boots,0.2241,0.4615,2.91,10,Bandlepipes,Locket Of The Iron Solari,Kindlegem
KAISA,"Jak'sho, The Protean",Legendary,0.0097,1,3.14,25,Guinsoo's Rageblade,Kraken Slayer,Terminus
GAREN,Farsight Alteration,Trinket,0.1622,0.3333,1.93,25,Stridebreaker,Boots Of Swiftness,Youmuu's Ghostblade
LUX,Ionian Boots Of Lucidity,Boots,0.1795,0.1429,2.47,10,Shurelya's Battlesong,Zhonya's Hourglass,Horizon Focus
NAAFIRI,Tunneler,Epic,0.0317,0,2.00,20,Axiom Arc,Death's Dance,Eclipse
ZED,Pickaxe,Basic,0.0538,0.6,1.34,5,Long Sword,Voltaic Cyclosword,Eclipse
FIDDLESTICKS,Dark Seal,Starter,0.4286,0.4167,3.09,5,Sorcerer's Shoes,Hextech Rocketbelt,Zhonya's Hourglass
SWAIN,"Jak'sho, The Protean",Legendary,0.0682,0.3333,2.39,30,Rylai's Crystal Scepter,Malignance,Protoplasm Harness
ZYRA,Fated Ashes,Epic,0.0526,1,7.67,10,Blackfire Torch,Rylai's Crystal Scepter,
BRAUM,Zeke's Convergence,Legendary,0.0571,0.75,2.70,25,Bandlepipes,Locket Of The Iron Solari,
LEESIN,Long Sword,Basic,0.2639,0.4737,2.76,5,Sundered Sky,Eclipse,Mercury's Treads
THRESH,Negatron Cloak,Epic,0.0517,0,1.88,25,Locket Of The Iron Solari,Bandlepipes,Protoplasm Harness
RELL,Ionian Boots Of Lucidity,Boots,0.2955,0.6154,3.54,10,Zeke's Convergence,Kindlegem,Locket Of The Iron Solari
GRAVES,Immortal Shieldbow,Legendary,0.3333,0.7143,2.65,25,The Collector,Lord Dominik's Regards,Infinity Edge
DRMUNDO,Kaenic Rookern,Legendary,0.0137,1,1.22,20,Spirit Visage,Unending Despair,
EKKO,Stealth Ward,Trinket,0.13,0.3846,2.03,5,Dusk And Dawn,Shadowflame,Sorcerer's Shoes
VLADIMIR,Aether Wisp,Epic,0.0175,1,2.00,10,Hextech Rocketbelt,Rabadon's Deathcap,
SETT,Boots Of Swiftness,Boots,0.1111,0,1.12,10,Black Cleaver,Stridebreaker,Tunneler
VEX,Blighting Jewel,Epic,0.0526,0,4.00,30,Blackfire Torch,Cosmic Drive,Fiendish Codex
LUX,Needlessly Large Rod,Basic,0.359,0.4286,2.82,25,Malignance,Stormsurge,Luden's Companion
WARWICK,Kraken Slayer,Legendary,0.1818,0,0.88,15,Bandlepipes,Zeke's Convergence,
MORDEKAISER,Haunting Guise,Epic,0.0909,0.5,0.81,10,Fiendish Codex,Liandry's Torment,Thornmail
JARVANIV,Edge Of Night,Legendary,0.0746,0.6,5.04,25,Axiom Arc,Profane Hydra,Serylda's Grudge
SHACO,Control Ward,Consumable,0.08,0,0.87,20,Ionian Boots Of Lucidity,Blackfire Torch,Fated Ashes
LUX,Stealth Ward,Trinket,0.0256,0,5.50,5,Frozen Heart,Needlessly Large Rod,Shadowflame
MASTERYI,Long Sword,Basic,0.0667,0,1.75,5,Guinsoo's Rageblade,Kraken Slayer,Dagger
NIDALEE,Locket Of The Iron Solari,Legendary,0.0313,1,5.67,40,Echoes Of Helia,Redemption,
CASSIOPEIA,Caulfield's Warhammer,Epic,0.0385,0,0.88,25,Rylai's Crystal Scepter,,
SION,Negatron Cloak,Epic,0.0769,0.3333,0.76,25,Hollow Radiance,Unending Despair,Chain Vest
LUCIAN,Farsight Alteration,Trinket,0.7414,0.5116,2.10,20,Essence Reaver,Navori Flickerblade,Infinity Edge
IRELIA,Recurve Bow,Epic,0.05,0.3333,0.69,10,Blade Of The Ruined King,Negatron Cloak,Death's Dance
BLITZCRANK,Abyssal Mask,Legendary,0.0333,1,1.75,30,Locket Of The Iron Solari,,
VARUS,Bloodthirster,Legendary,0.0082,1,2.29,40,Hexoptics C44,Infinity Edge,Lord Dominik's Regards
VAYNE,Vampiric Scepter,Epic,0.0563,0.25,1.42,10,Kraken Slayer,Wit's End,Fiendhunter Bolts
SYNDRA,Horizon Focus,Legendary,0.0328,0.5,2.59,30,Blackfire Torch,Cosmic Drive,Cryptbloom
TAHMKENCH,Doran's Shield,Starter,0.2308,0.6667,2.09,5,Heartsteel,Mercury's Treads,Bramble Vest
EKKO,Verdant Barrier,Epic,0.01,0,1.43,25,Dusk And Dawn,Shadowflame,
RAMMUS,Mercury's Treads,Boots,0.5,0.2,3.46,15,Thornmail,Bami's Cinder,Giant's Belt
RENGAR,Gustwalker Hatchling,Starter,0.0702,0,0.49,5,Ionian Boots Of Lucidity,Tiamat,Long Sword
ASHE,Scout's Slingshot,Epic,0.0417,1,3.00,15,Bandlepipes,,
KARTHUS,Oracle Lens,Trinket,0.1429,0.3333,1.62,10,Blackfire Torch,Sorcerer's Shoes,Shadowflame
AMBESSA,Opportunity,Legendary,0.0638,0.5,2.94,10,Profane Hydra,Bastionbreaker,Death's Dance
KHAZIX,Boots Of Swiftness,Boots,0.0149,1,5.50,25,Edge Of Night,Last Whisper,Opportunity
LULU,Faerie Charm,Basic,0.037,0,1.08,5,Ionian Boots Of Lucidity,Redemption,Ardent Censer
QIYANA,Black Cleaver,Legendary,0.0175,0,1.00,20,Axiom Arc,Profane Hydra,
NUNU,Liandry's Torment,Legendary,0.8276,0.4583,2.79,15,Spirit Visage,Frozen Heart,Randuin's Omen
KAISA,Doran's Blade,Starter,0.6214,0.4688,2.05,5,Kraken Slayer,Guinsoo's Rageblade,Berserker's Greaves
TRUNDLE,"Jak'sho, The Protean",Legendary,0.0909,0,2.00,35,Dead Man's Plate,Spirit Visage,Trinity Force
NASUS,Bandlepipes,Legendary,0.25,0.3333,2.66,25,Trinity Force,Frozen Heart,Shurelya's Battlesong
KENNEN,Verdant Barrier,Epic,0.0857,0.6667,3.16,30,Shadowflame,Hextech Rocketbelt,Rabadon's Deathcap
RELL,Warden's Mail,Epic,0.0227,0,4.50,25,Locket Of The Iron Solari,Thornmail,Zeke's Convergence
AATROX,Glowing Mote,Basic,0.0217,1,2.50,10,Eclipse,Long Sword,Plated Steelcaps
HECARIM,Serylda's Grudge,Legendary,0.0526,1,5.25,25,Axiom Arc,Death's Dance,Maw Of Malmortius
RENEKTON,Refillable Potion,Consumable,0.1385,0.4444,0.95,5,Doran's Shield,Mercury's Treads,Stridebreaker
KHAZIX,Axiom Arc,Legendary,0.1343,0.4444,2.60,20,Edge Of Night,Serylda's Grudge,Opportunity
WARWICK,Boots Of Swiftness,Boots,0.1818,0,1.13,15,Bandlepipes,Blade Of The Ruined King,Bramble Vest
TWISTEDFATE,Dagger,Basic,0.0278,1,2.00,20,Boots Of Swiftness,Kraken Slayer,
LEBLANC,Seeker's Armguard,Epic,0.0833,0.6667,3.85,20,Luden's Companion,Rabadon's Deathcap,Shadowflame
JARVANIV,Black Cleaver,Legendary,0.194,0.6154,3.69,20,Sundered Sky,Spirit Visage,Axiom Arc
LEONA,Giant's Belt,Epic,0.0909,1,3.08,25,Locket Of The Iron Solari,Bandlepipes,Kindlegem
GALIO,Verdant Barrier,Epic,0.02,1,1.90,30,Shadowflame,Stormsurge,Zhonya's Hourglass
XINZHAO,Pickaxe,Basic,0.35,0.4286,2.34,20,Plated Steelcaps,Sundered Sky,Black Cleaver
AKALI,Refillable Potion,Consumable,0.0484,0.3333,0.97,5,Doran's Ring,Dark Seal,Hextech Gunblade
MALPHITE,Force Of Nature,Legendary,0.0282,0.5,4.17,25,Frozen Heart,Sunfire Aegis,Zeke's Convergence
ZILEAN,Glacial Buckler,Epic,0.0256,1,25.00,25,Bandlepipes,Locket Of The Iron Solari,Warden's Mail
LULU,Bandleglass Mirror,Epic,0.1111,0.4444,3.27,10,Ardent Censer,Kindlegem,Redemption
VOLIBEAR,Negatron Cloak,Epic,0.0175,1,1.73,30,Chain Vest,Dusk And Dawn,Force Of Nature
YONE,Cloak Of Agility,Basic,0.3333,0.2667,1.27,20,Blade Of The Ruined King,Immortal Shieldbow,Berserker's Greaves
TAHMKENCH,Dusk And Dawn,Legendary,0.3077,1,2.89,20,Heartsteel,,
PYKE,Opportunity,Legendary,0.12,0.3333,3.13,20,Youmuu's Ghostblade,Edge Of Night,Bastionbreaker
QIYANA,Stormsurge,Legendary,0.0175,0,0.38,20,Hextech Gunblade,,
KAYN,Oracle Lens,Trinket,0.4138,0.5833,2.58,5,Opportunity,Ionian Boots Of Lucidity,Serylda's Grudge
MALPHITE,Needlessly Large Rod,Basic,0.0141,1,2.20,25,Hextech Alternator,Sorcerer's Shoes,Stormsurge
YUNARA,Boots Of Swiftness,Boots,0.0244,0.5,2.22,20,Phantom Dancer,Yun Tal Wildarrows,Infinity Edge
KALISTA,"Jak'sho, The Protean",Legendary,0.0769,1,1.75,30,Blade Of The Ruined King,Guinsoo's Rageblade,Terminus
SHEN,Control Ward,Consumable,0.025,0,0.73,25,Giant's Belt,Ionian Boots Of Lucidity,Kindlegem
DRMUNDO,Tiamat,Epic,0.0411,0.6667,3.44,25,Dead Man's Plate,Giant's Belt,Heartsteel
YORICK,Stealth Ward,Trinket,0.4167,0.6,1.99,5,Trinity Force,Spear Of Shojin,Boots
TARIC,Protoplasm Harness,Legendary,0.0714,0,1.78,20,Knight's Vow,,
KHAZIX,Black Cleaver,Legendary,0.0149,0,0.77,25,Bastionbreaker,Umbral Glaive,
YONE,Randuin's Omen,Legendary,0.0444,0.5,3.07,35,Immortal Shieldbow,Infinity Edge,Blade Of The Ruined King
JAX,Boots Of Swiftness,Boots,0.0417,0.6667,2.88,20,Dusk And Dawn,Bloodletter's Curse,Hextech Rocketbelt
